location,address,price,title,facilities,description_text,ad_url,id,num,fellesgjeld,omkostninger,totalpris,felleskost_mnd,boligtype,eieform_bolig,soverom,primaerrom,bruksareal,etasje,byggear,energimerking,tomt,bruttoareal,boligselgerforsikring,formuesverdi,rom,tomteareal,fellesformue,festeavgift,kommunale_avg,renovert_ar,sikringsordning,grunnflate,solgtpris,utleiedel,new_building
Beste Frogner,"Frederik Stangs gate 42, 0264 Oslo",13600000,Klassisk 4-roms i 3. etasje med heis - 2 balkonger - Peis - God takhøyde - Stukkatur og rosetter - God standard,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Heis, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Parkett, Peis/Ildsted, Rolig, Sentralt, Turterreng"," Søn. 7. mars 12:30 - 13:30 + Legg til i kalender TILTAK VEDR. COVID-19 VIRUS: Dersom du planlegger å delta på annonsert visning skal det gis beskjed i forkant til eiendomsmegler. Dette for å sørge for en trygg gjennomføring. Vi tilbyr også privatvisninger for de som ønsker det. Kontakt megler - Christian L Mathiesen: 99 45 84 53 Visningspåmelding Velkommen til Frederik Stangs gate 42 - En klassisk, lys og gjennomgående Frognerleilighet med god takhøyde, store rom, stukkatur og rosetter. Leiligheten ligger høyt og fritt i 3. etasje, og har enkel adkomst med heis. Leiligheten har 2 balkonger, hvorav den største vender mot idyllisk bakgård. Fantastisk beliggenhet i veletablert område på beste Frogner.Høydepunkter:- Heis og peis- Stue og spisestue- 2 store soverom og 2 bad/wc- 2 balkonger på ca. 3 kvm og 5 kvm- Lekkert kjøkken fra Drømmekjøkken med integrerte hvitevarer- Fleksibel planløsning som gir mulighet for ulike romløsninger- Store rom og vindusflater som gir vakkert lysinnslipp hele dagen- Meget sentral beliggenhet med kort vei til alt av servicetilbud, offentlig transport, skole og barnehager. Søn. 7. mars 12:30 - 13:30 + Legg til i kalender TILTAK VEDR. COVID-19 VIRUS: Dersom du planlegger å delta på annonsert visning skal det gis beskjed i forkant til eiendomsmegler. Dette for å sørge for en trygg gjennomføring. Vi tilbyr også privatvisninger for de som ønsker det. Kontakt megler - Christian L Mathiesen: 99 45 84 53 Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207582623,207582623,NA,9947,349862,13959809,4308,Leilighet,Eier(Selveier),2,145,145,3,1914,F-rød,NA,169,NA,2546359,4,633,44082,NA,NA,NA,NA,NA,NA,NA,FALSE
Fagerborg/ Majorstuen,"Jacob Aalls gate 42A, 0364 Oslo",7500000,Lys og lekker 3-roms loftsleilighet | Privat takterrasse | Peis | Hems ca. 22 kvm  gulvareal | Perfekt beliggenhet,"Balkong/Terrasse, Peis/Ildsted, Parkett, Ingen, gjenboere, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Turterreng, Offentlig, vann/kloakk, Bredbåndstilknytning"," Søn. 7. mars 1500 - 1730 + Legg til i kalender Kontakt megler dersom du foretrekker visning med begrenset besøkende grunnet smittefare. Visningspåmelding Velkommen til Jacob Aalls gate 42 - En strøken og gjennomgående loftsleilighet med skjermet privat takterrasse.Leiligheten oppleves lys og luftig med god planløsning, arkitektoniske flotte arker samt takhøyde på 3,55 meter på det høyeste. Leiligheten består av entré, baderom, 2 soverom, lys og luftig stue/spisestue, kjøkken, stor hems og egen privat sydvestvendt takterrasse. Stor stue/spisestue med plass til stor sofa- og spisegruppe samt lesekrokKoselig peis i stue/spisestueFlotte arker i stue/spisestue og på soverommeneHems med ca. 22 kvm gulvarealTerrasse med meget gode solforholdRomslig og delikat baderomTo gode soverom hvorav ett med plassbygd garderobeLeiligheten disponerer to boder (6 og 8 kvm)Koselig bakhage med sittegrupper og grill sommerstidVeldrevet gård og hyggelig naboskap Søn. 7. mars 1500 - 1730 + Legg til i kalender Kontakt megler dersom du foretrekker visning med begrenset besøkende grunnet smittefare. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=181250691,181250691,NA,50907,200320,7751227,3406,Leilighet,Eier(Selveier),2,86,86,5,1915,G-oransje,NA,95,Ja,1721515,NA,952,9743,NA,NA,NA,NA,NA,NA,NA,FALSE
Asphøitoppen/ Hauketo,"Olaves Hvervens vei 50, 1266 Oslo",6650000,Innholdsrik og velholdt halvpart av tomannsbolig med fin utsikt. Mulighet for hybel i u.etg. Garasje.,"Balkong/Terrasse, Peis/Ildsted, Parkett, Barnevennlig, Rolig, Garasje/P-plass, Turterreng, Utsikt"," Vi har tiltak mot Covid 19 på våre visninger. Husk å melde deg på! Visningspåmelding Innholdsrik og romslig bolig over to plan med separat inngang til underetasjen. Ideelle solforhold og flott sjøutsikt.1. etasjen har en stor og romslig stue med utgang til en luftig og solrik terrasse hvor en har flott sjøutsikt. Hyggelig kjøkken med spiseplass og et praktisk baderom. I underetasjen har en 3 gode soverom, et innredet rom og 2 baderom hvorav det ene er helt nytt. Fra det ene soverommet er det utgang til markterrasse. Det er egen inngang til underetasjen på siden av boligen, og muligheter for hybel.Garasjeplass i felles garasjeanlegg, samt biloppstillingsplasser i forkant av boligen.Stille og rolig område med et hyggelig nabolag. Trafikkstille og barnevennlig med kort vei til offentlig kommunikkasjon, samt skoler og barnehage. Vi har tiltak mot Covid 19 på våre visninger. Husk å melde deg på! Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=190839558,190839558,NA,NA,180270,6830270,500,Tomannsbolig,Eier(Selveier),3,140,145,NA,2000,D-oransje,NA,162,NA,1012351,NA,263,NA,NA,11500,NA,NA,NA,NA,NA,FALSE
Karlsrud/Lambertseter,"Radarveien 30, 1152 Oslo",4200000,"Oppusset i 2019. Lekker endeleilighet med solrik, vestvendt balkong. Ingen forkjøpsrett. Vann/fyring inkl.","Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Offentlig, vann/kloakk, Rolig, Sentralt, Vaktmester-/vektertjeneste, Turterreng"," Kontakt megler via linken VISNINGSPÅMELDING for å avtale tidspunkt for din visning. Det vil ikke bli avholdt visning uten påmelding, og vi må vite hvor mange du kommer i følge med. Husk å bruke munnbind, møte presist samt å lese salgsoppgaven digitalt før visning. Visningspåmelding Lys og pen endeleilighet med solrik beliggenhet i Radarveien. En gjennomgående endeleilighet med en romslig og god planløsning. Vinduer mot øst, syd og vest, samt vestvendt og solrik balkong. Leiligheten ble pusset opp i 2019, med bl.a. nytt kjøkken, alle overflater og oppgradering av bad. Godt med lagringsplass i 2 boder og få minutters gange til kollektivtransport og et bredt servicetilbud på Karlsrud, samt til et rikt fritidstilbud.Høydepunkter:- Endeleilighet- Oppusset i 2019- Stor, solrik balkong- To romslige soverom, ett med ""walk in closet""- Veldrevet aksjelag med beplantet fellesområde og lekeplass- Kort vei til marka med gode tur- og rekreasjonsområder- Varmtvann og fyring inkludert- Ingen forkjøpsrett Kontakt megler via linken VISNINGSPÅMELDING for å avtale tidspunkt for din visning. Det vil ikke bli avholdt visning uten påmelding, og vi må vite hvor mange du kommer i følge med. Husk å bruke munnbind, møte presist samt å lese salgsoppgaven digitalt før visning. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209143608,209143608,NA,371000,3625,4574625,5213,Leilighet,Aksje,2,64,64,2,1962,D-gul,NA,70,NA,969528,3,24519,54393,NA,NA,NA,NA,NA,NA,NA,FALSE
Oppsal,"Oppsalstubben 1B, 0685 Oslo",4800000,4-romsleilighet over 2 plan - Rekkehusfølelse - Moderniseringsbehov,"Balkong/Terrasse, Barnevennlig, Husdyr, tillatt, Kabel-TV, Rolig, Turterreng"," Søn. 7. mars 12:00 - 13:00 + Legg til i kalender Man. 8. mars 17:00 - 18:00 + Legg til i kalender Kontakt megler via linken VISNINGSPÅMELDING for å avtale tidspunkt for din visning. Vi må vite hvor mange du kommer i følge med. Husk å bruke munnbind, samt å lese salgsoppgaven digitalt før visning. Visningspåmelding 4-romsleilighet over 2 plan i 1/2 etasje med moderniseringsbehov. Rekkehusfølelse med planløsning som er ideell for barnefamilier med bl.a alle soverom og bad i samme etasje.Høydepunkter:- Gjennomgående med god planløsning og gode lysforhold.- Inngang fra svalgang.- Romslig stue med god plass til sofagruppe.- Solrik veranda med direkte adkomst til skjermet fellesareal. - Kjøkken med god skap- og benkeplass.- Pent flislagt bad pusset opp i regi av borettslaget i 2007/09.- 3 romslige soverom.- Nærbutikken Coop Prix 50 m unna leiligheten. Rema 1000 i Vetlandsveien.- Oppsal skolekrets (1.-10.trinn).- Gangavstand til Oppsal senter.- Kort vei til Oppsal Arena med flott ute- og innendørs idrettsanlegg.- Kort vei til offentlig kommunikasjon. Søn. 7. mars 12:00 - 13:00 + Legg til i kalender Man. 8. mars 17:00 - 18:00 + Legg til i kalender Kontakt megler via linken VISNINGSPÅMELDING for å avtale tidspunkt for din visning. Vi må vite hvor mange du kommer i følge med. Husk å bruke munnbind, samt å lese salgsoppgaven digitalt før visning. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209114177,209114177,NA,73000,9126,4882126,4210,Leilighet,Andel,3,79,82,1,1956,G-mørkegrønn,NA,92,NA,1115656,4,23965,2696,NA,NA,NA,NA,NA,NA,NA,FALSE
,"Grefsenveien 42A, 0484 Oslo",5100000,Storo/Nydalen - Totaloppusset  3-roms  toppleilighet med solrik balkong og flott utsikt. Varmtvann og fyring inkludert,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Fellesvaskeri, Garasje/P-plass, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste, Turterreng"," Søn. 7. mars 15:00 - 16:00 + Legg til i kalender Visningspåmelding Velkommen til denne lyse, luftige og gjennomgående toppleiligheten med vestvendt balkong og herlig utsikt.- omfattende oppusset i 2015 med nytt bad, kjøkken, gulv og overflater- sosial og åpen kjøkken /stue løsning gir en flott romfølelse- nydelig en-stavs parkett i alle rom -toppleilighet med flott utsikt- solrik balkong- mulighet for leie av p-plass etter venteliste (9 plasser) kr 250,- pr mnd.- varmtvann og fyring er inkludert i felleskostnader- kollektivtransport av alle slag rett i nærheten -gangavstand til Akerselva og parker - kort vei til Storo senter samt flere nye større butikker - 2 boder, loftsbod på hele 14 kvm- ingen fellesgjeld - ikke forkjøp Søn. 7. mars 15:00 - 16:00 + Legg til i kalender Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209149208,209149208,NA,10518,128842,5239360,2578,Leilighet,Eier(Selveier),2,66,66,5,1952,F-mørkegrønn,NA,74,NA,1195366,3,2676,190691,NA,NA,2015,NA,NA,NA,NA,FALSE
Rodeløkka,"Fjellgata 2B, 0566 Oslo",8250000,Meget pen og påkostet 4-roms toppleilighet - Garasjeplass - 2 solrike balkonger - Flott utsyn over trehusbebyggelsen,"Balkong/Terrasse, Barnevennlig, Kabel-TV, Moderne, Sentralt, Garasje/P-plass, Offentlig, vann/kloakk, Lademulighet"," Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Lekker 4-roms familieleilighet med flott beliggenhet på Rodeløkka. Planløsningen er svært god, gjennomgående og med balkong i hver ende av leiligheten. Her har du 3 gode soverom, generøs stue med utgang til balkong med kveldssol, romslig spisekjøkken med utgang til balkong med morgensol, vaskerom/WC og bad. I tillegg har du garasjeplass i kjeller med lademulighet.Leiligheten er påkostet og holder en høy og gjennomført standard. Her er det enkelt å se at det er lagt stor vekt på både praktisk utforming og estetikk. Flytt rett inn!Her vil du bo sentralt, men samtidig tilbaketrukket til i barnevennlige omgivelser.Garasjeplass3 soveromBalkong og terrasseIN-ordningBarnevogn-parkering i 1. etasjeLekkert baderom fra 2018Vinduer og balkonger 2018Varmtvann inkl.Ingen dok.avgift Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209168877,209168877,NA,447000,15526,8712526,6269,Leilighet,Andel,3,95,95,4,1983,E-rød,NA,105,Ja,1454194,4,2866,21870,NA,NA,NA,NA,NA,NA,NA,FALSE
Løren,"Børsteveien 4A, 0585 Oslo",4150000,"Lys og moderne 2-roms med stor balkong og garasjeplass. ""Alt"" inkludert i felleskostnader. Heis. Populær beliggenhet!","Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Garasje/P-plass, Heis, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Vaktmester-/vektertjeneste, Turterreng"," I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt. Visningspåmelding DNB Eiendom ved Christer Sebbah har gleden av å ønske deg velkommen til visning i Børsteveien 4A! Leiligheten ligger i byggets 3.etasje og har en god standard fra 2008 med stor balkong på 15,3m² og garasjeplass. Lave bokostnader med TV, internett og oppvarming inkludert i felleskostnadene. Her bor du i et attraktivt område på Løren med alt du trenger av servicetilbud i hverdagen. Med et godt kollektivtilbud tar du deg kjapt igjennom byen eller opp til marka. Du kommer til å trives godt i ditt nye nabolag!Kort fortalt:- Stor balkong på hele 15,3m²- Garasjeplass- God planløsning - Nyere bygg fra 2008- Flytt rett inn- Kjellerbod- Lave felleskostnader - TV, internett og oppvarming inkl. i felleskost. Christer Sebbah Eiendomsmegler Mobil 936 12 232 Send melding Jan Gunnar Grunden Eiendomsmegler Mobil 988 09 826 Send melding I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209101457,209101457,NA,NA,105092,4255092,2670,Leilighet,Eier(Selveier),1,45,48,3,2008,D-mørkegrønn,NA,54,NA,918407,2,9083,7642,NA,NA,NA,NA,NA,NA,NA,FALSE
LILLEAKER,"Lilleakerveien 43, 0284 Oslo",5950000,"Flott, nymalt 3-roms hjørne-/endeleilighet. Trivelig uteplass og balkong. Heis. Trappefritt. Garasjepl. Felles takterr.","Takterrasse, Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Garasje/P-plass, Hage, Heis, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Vaktmester-/vektertjeneste, Turterreng"," For privatvisning ta kontakt med eiendomsmegler Truls A. Tansø på tlf. 48 95 44 44 eller truls.tansoe@dnbeiendom.no I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt. Visningspåmelding -Flott, praktisk 3-roms hjørne-/endeleilighet-Trappefri adkomst. Heis fra garasje til leilighetsnivå-Rolig sameie m/15 leiligheter-Tilbaketrukket og rolig beliggenhet-Nymalt i innbydende gråfarge i 2021 -Romslig entré m/garderobeskap-Pent flislagt bad-Soverom 1 m/utgang til balkong med utsikt-Soverom 2 m/praktisk bod/garderobe-Lys og pen stue med vinduer på 3 sider-Flotte fleksible plisségardiner fra Kjells Markiser på to stuevinduer-Utgang til privat skjermet terrasse/hage omkranset av hekk-Åpen, pen kjøkkenløsning i stuen-Sentralt-Ca. 150-200m til matbutikker, buss- og trikkeholdeplass, kaféer, apotek-Ca. 450m til CC Vest-Egen garasjeplass. 2 garasjeplasser for gjester-Lagringsbod-Felles takterrasse m/nydelig utsikt-Utleie tillatt Truls Alexander Tansø Eiendomsmegler / Fagansvarlig Mobil 489 54 444 Send melding For privatvisning ta kontakt med eiendomsmegler Truls A. Tansø på tlf. 48 95 44 44 eller truls.tansoe@dnbeiendom.no I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209135775,209135775,NA,NA,150092,6100092,3748,Leilighet,Eier(Selveier),2,74,75,1,2004,D-rød,NA,83,NA,1477628,3,2003,2574,NA,NA,2004,NA,NA,NA,NA,FALSE
,"Haakon Tveters vei 57, 0686 Oslo",3490000,"OPPSAL: Attraktiv, lys og luftig 2-roms med 9kvm vestvendt balkong. Mulighet for parkering. Ingen innsyn. Flott utsikt!","Balkong/Terrasse, Kabel-TV, Offentlig, vann/kloakk, Ingen, gjenboere, Parkett, Utsikt, Vaktmester-/vektertjeneste, Fellesvaskeri, Sentralt, Rolig"," Klikk på ´visningspåmelding´ for å registrere deg til fellesvisning. Visningspåmelding Haakon Tveters vei 57 er en stor 2-roms leilighet med romslig planløsning og flott balkong. Her vil man bo i en lys og luftig leilighet med skjermet atmosfære og idyllisk utsyn. Balkongen er vendt mot vest og har ypperlige solforhold. Et hyggelig og praktisk hjem med attraktive kvaliteter!Beliggenheten er et ypperlig utgangspunkt for deg som ønsker nærhet til alt av kollektivtransport og servicetilbud i kombinasjon med en tilbaketrukket plassering i nærheten av marka. Leiligheten ligger like ved det idylliske Østensjøvannet som er et attraktivt tur- og treningssted for områdets beboere. I tillegg er det kun femten minutters gangavstand til ypperlige turmuligheter i Østmarka. Borettslaget har 15 garasjeplasser og 224 parkeringsplasser, hvorav 26 har mulighet for ladning av el-bil. Plassene er mulig å leie hvor det fordeles venteliste. I tillegg har borettslaget elleve ladeplasser som kan benyttes (kjøretøyet må flyttes etter fullført ladning). Klikk på ´visningspåmelding´ for å registrere deg til fellesvisning. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=208906609,208906609,NA,52000,8992,3550992,2897,Leilighet,Andel,1,53,53,3,1955,F-mørkegrønn,NA,58,NA,785589,2,14414,4768,NA,NA,NA,NA,NA,NA,NA,FALSE
Karihaugen,"Harald Sohlbergs vei 14, 1064 Oslo",3490000,Pen 3roms m/ stor innglasset balkong. Garasjeplass med mulighet for lader. Familievennlig. Internett & kabel-TV inkl,"Balkong/Terrasse, Ingen, gjenboere, Barnevennlig, Rolig, Kabel-TV, Garasje/P-plass, Turterreng, Offentlig, vann/kloakk, Utsikt, Vaktmester-/vektertjeneste, Fellesvaskeri, Bredbåndstilknytning, Lademulighet"," Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding Velkommen til en attraktiv & romslig 3-roms leilighet på Karihaugen med innglasset balkong. Boligen har god planløsning og fremstår som svært funksjonell og & familievennlig. Boligen ligger i 3.etasje og har svært god intern beliggenhet i borettslaget.Høydepunkter:Garasjeplass med mulighet for elbil-laderInnglasset balkong m/ gode solforhold2 boderInternett & kabel-TV inkl.Nærhet til offentlig transportNærhet til barnehager & skolerVeldrevet borettslagFlotte turområder i nærområdetInnholdsrik bolig med stor stue, 2 soverom, bad, kjøkken, spisetue, innglasset balkong, 2 boder og garasjeplass.Praktisk kjøkken med plass for spisebord som gir en sosial atmosfære. Soverommene er av god størrelse med plass for dobbelseng & annet møblement. Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209124665,209124665,NA,218000,8010,3716010,3809,Leilighet,Andel,2,72,80,3,1973,D-rød,NA,89,NA,869264,3,22668,12188,NA,NA,NA,NA,NA,NA,NA,FALSE
