location,address,price,title,facilities,description_text,ad_url,id,omkostninger,totalpris,felleskost_mnd,boligtype,eieform_bolig,soverom,primaerrom,bruksareal,byggear,energimerking,tomteareal,bruttoareal,boligselgerforsikring,fellesformue,formuesverdi,fellesgjeld,etasje,rom,festeavgift,kommunale_avg,num,grunnflate,renovert_ar,tomt,sikringsordning,utleiedel,new_building
Stovner,"Fossumberget 50, 0983 Oslo",3700000,SOLGT! Romslig 4-roms selveierleilighet med sydvestvendt balkong og garasjeplass. V.v inkl.,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Garasje/P-plass, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Vaktmester-/vektertjeneste, Turterreng, Lademulighet"," Ta kontakt for å avtale visning Visningspåmelding Velkommen til Fossumberget 50!Kort om eiendommen:- Familievennlig planløsning- Noe moderniseringsbehov- Sydvestvendt balkong på ca. 13,5 kvm- 2 bad- 3 gode soverom- Innredet rom og et omkledningsrom- Stor og romslig stue- Romslig kjøkken med plass for spisestue- Kort vei til offentlig kommunikasjon - Kort vei til Stovner senter som tilbyr alt av fasiliteter- Kort vei til Lillomarka og Gjelleråsmarka med flotte tur- og rekreasjonsmuligheter- Skoler i alle klassetrinn og barnehager i nærhetenVelkommen til visning! Ta kontakt for å avtale visning Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207615669,207615669,98444,3981570,4753,Leilighet,Eier(Selveier),3,127,127,1973,C-rød,35407,140,NA,21186,1185210,183126,-1,1,388756,NA,NA,NA,NA,NA,NA,NA,FALSE
St. Hanshaugen,"Casparis gate 2, 0174 Oslo",5500000,Innbydende 3-roms selveier med god standard - Vestvendt balkong - Attraktiv og tilbaketrukket beliggenhet!,"Balkong/Terrasse, Parkett, Rolig, Kabel-TV, Moderne, Sentralt, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Bredbåndstilknytning"," Tor. 18. februar 1630 - 1730 + Legg til i kalender Søn. 21. februar 1200 - 1300 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Velkommen til visning i Casparis gate 2!Dette er en pen 3-roms selveierleilighet beliggende på populære St. Hanshaugen. Hele boligen vender mot rolig bakgård og har en vestvendt balkong på ca 4m² med plass til utemøbler. Leiligheten ble omfattende oppusset i 2014 og holder en meget god standard. Badet ble renovert i 2010. Leiligheten har en god planløsning med to store, separate soverom. Stue med åpen kjøkkenløsning hvor man har god plass til stort spisebord og en sofagruppe. Innvendig bod i tillegg til kjellerbod på 4,3m².Sentral og tilbaketrukket beliggenhet på St. HanshaugenVestvendt balkong mot frodige arealerBad totalrenovert i 2010 i forbindelse med soilrørrehabiliteringLeiligheten ble omfattende oppusset i 2014Åpen stue-kjøkkenløsningVeldrevet sameie med klar vedlikeholdsplan Tor. 18. februar 1630 - 1730 + Legg til i kalender Søn. 21. februar 1200 - 1300 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207948201,207948201,149070,5649070,4335,Leilighet,Eier(Selveier),2,66,68,1940,G-rød,660,75,NA,48458,1070834,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Bjerke Panorama,"Refstadveien 42, 0589 Oslo",3900000,Lys og delikat 2-roms leilighet med solrik balkong på ca. 8 kvm- Garasjeplass med mulighet for lader- Lave felleskost.,"Balkong/Terrasse, Parkett, Heis, Barnevennlig, Rolig, Kabel-TV, Sentralt, Garasje/P-plass, Offentlig, vann/kloakk, Utsikt, Vaktmester-/vektertjeneste, Bredbåndstilknytning, Lademulighet"," Tor. 18. februar 1700 - 1800 + Legg til i kalender Vi i EIE eiendomsmegling ønsker trygge visninger og lavest mulig smitterisiko. Visningene våre er derfor kun åpne for dem som har forhåndsavtale med megler. Benytt påmelding til visning eller kontakt megler direkte for å avtale et tidspunkt innenfor annonserte visning. Visningspåmelding En delikat og lys 2-roms selveierleilighet beliggende i 6. etasje i boligblokk fra 2012. Boligen har en solrik balkong med spektakulær utsikt over Oslo. Til glede for beboerne har sameiet i tillegg en flott, felles takterrasse med sittegrupper.Leiligheten har direkte utgang fra stuen til en romslig, vestvendt balkong på ca. 8 kvm der varme sommerdager og utsikt kan nytes. Det medfølger en garasjeplass i felles garasjeanlegg med mulighet for etablering av ladestasjon.Innvendig er boligen gjennomgående holdt i tidsriktige og delikate farger. Flere store vindusflater gir rikelig med naturlig lys til boligen. Stuen er lys og romslig med en meget god soneinndeling. Kjøkken fra Sigdal med integrerte hvitevarer, pent flislagt bad med dusjhjørne samt et lyst og luftig soverom. Tor. 18. februar 1700 - 1800 + Legg til i kalender Vi i EIE eiendomsmegling ønsker trygge visninger og lavest mulig smitterisiko. Visningene våre er derfor kun åpne for dem som har forhåndsavtale med megler. Benytt påmelding til visning eller kontakt megler direkte for å avtale et tidspunkt innenfor annonserte visning. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207945911,207945911,106640,4012035,2511,Leilighet,Eier(Selveier),1,47,47,2012,B-mørkegrønn,8185,52,NA,23091,856386,5395,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Holmendammen/Gressbanen,"Aspehaugveien 2, 0376 Oslo",7000000,Solgt. Visning avlyst,"Balkong/Terrasse, Peis/Ildsted, Parkett, Heis, Ingen, gjenboere, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Garasje/P-plass, Fiskemulighet, Bademulighet, Turterreng, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Bredbåndstilknytning","360° visning Tor. 18. februar 1130 - 1230 + Legg til i kalender Tor. 18. februar 1600 - 1800 + Legg til i kalender Visningspåmelding Høydepunkter:Hjørneleilighet med store vindusflaterVarmtvann & vannbåren varme inkl.Lave strømutgifterBad fra 2020 & 2016Luftige oppholdsrom med mye lys og god takhøydePeisWalk-inUsjenert uteplass2 plasser i felles garasjeanleggIdyllisk beliggenhet rett ved flotte turområderBarnevennligLeiligheten ligger i et veletablert og meget populært boligområde på Gressbanen/Holmendammen, nære marka og byen. Området er egnet for barnefamilier og andre som trives litt utenfor bykjernen, men som samtidig liker å leve med nærhet til de sentrale deler av Oslo.Leiligheten har de siste årene blitt betydelig oppgradert. Den byr på store rom, nye gulv, bad m.v. Fra stuen har man utgang til en usjenert uteplass, hvor doble terrassedører gjør hagen til et ekstra rom i sommerhalvåret. Tor. 18. februar 1130 - 1230 + Legg til i kalender Tor. 18. februar 1600 - 1800 + Legg til i kalender Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207940198,207940198,199240,7208951,6412,Leilighet,Eier(Selveier),2,119,121,2002,E-mørkegrønn,2698,130,NA,43988,1693601,9710,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
KVADRATUREN,"Dronningens gate 12, 0152 Oslo",5000000,Lys og attraktiv 3-roms selveier med heis og fransk balkong - God planløsning - VV & fyring inkl.,"Barnevennlig, Bredbåndstilknytning, Heis, Kabel-TV, Parkett, Rolig"," Søn. 21. februar 13:00 - 14:00 + Legg til i kalender Visningspåmelding Velkommen til Dronningens gate 12!En lys og arealeffektiv 3-roms eierleilighet med attraktiv beliggenhet midt i Oslo Sentrum, beliggende i byggets 4. etasje med heis. Leiligheten ligger i sin helhet vendt inn mot stille gårdsrom. Leiligheten har store, lyse oppholdsrom med plass for sosiale sammenkomster. Det er rikelig med lysinnslipp fra store vindusflater, som skaper en god og luftig atmosfære. Stuen har fransk balkong med doble dører. Leiligheten har moderne standard med balansert ventilasjon, vannbåren oppvarming og sprinkelanlegg.I umiddelbar nærhet har du tilgang til kollektivtransport som buss og trikk, samt kort gangavstand til tog og t-bane.Velkommen til visning! Søn. 21. februar 13:00 - 14:00 + Legg til i kalender Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207884632,207884632,134692,5136815,4598,Leilighet,Eier(Selveier),2,67,70,1939,G-mørkegrønn,656,77,NA,5247,1570831,2123,4,3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
,"Tøyengata 39 A, 0578 Oslo",4500000,v/BOTANISK HAGE: Attraktiv og luftig 2(3)-roms leilighet med gjennomgående planløsning. God takhøyde. Malt 2021.,"Kabel-TV, Fiskemulighet, Offentlig, vann/kloakk, Peis/Ildsted, Turterreng, Utsikt, Sentralt, Bredbåndstilknytning, Bademulighet"," Tor. 18. februar 16:00 - 17:00 Klikk på ´Visningspåmelding´for å registrere deg til fellesvisning. + Legg til i kalender Søn. 21. februar 14:00 - 15:00 Klikk på visningspåmelding for å registrere deg til visningen. + Legg til i kalender Visningspåmelding Dette er en særdeles lys og luftig 2(3)-roms selveierleilighet med stor takhøyde og ypperlige lysforhold. Hjemmet er velholdt og pent, påkostet med malte overflater så sent som i 2021. Innredning og fargevalg er dekorativt sammensatt og uttrykket er nordisk. Legg også merke til de ettertraktede kvalitetene som synlig teglsteinsvegg og lun peisovn. Hjemmet har en praktisk planløsning med stue, kjøkken, soverom, bad og entré.Leiligheten har en sentral og attraktiv beliggenhet på Tøyen med kort vei til alt av servicetilbud og kollektivmuligheter. I tillegg finner man en rekke flotte parkområder i nærheten hvor blant annet vakre Botaniske Hage er leilighetens nærmeste nabo! En herlig plassering for deg som ønsker nærhet til alt av anerkjente restauranter, kaffebarer og rekreasjonsområder. Tor. 18. februar 16:00 - 17:00 Klikk på ´Visningspåmelding´for å registrere deg til fellesvisning. + Legg til i kalender Søn. 21. februar 14:00 - 15:00 Klikk på visningspåmelding for å registrere deg til visningen. + Legg til i kalender Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207877236,207877236,118447,4801833,3676,Leilighet,Eier(Selveier),1,59,59,1895,NA,388,67,NA,16296,999549,183386,4,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Grünerløkka,"Trondheimsveien 26B, 0560 Oslo",3990000,"Lekker 2-r med rosett, stukkatur og god takhøyde - Påkostet i 2018 med nytt kjøkken, gulv og overflater. Lave fellesutg.","Bredbåndstilknytning, Fellesvaskeri, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Parkett, Sentralt, Vaktmester-/vektertjeneste"," Tor. 18. februar 18:30 - 18:45 + Legg til i kalender Tor. 18. februar 19:00 - 19:15 + Legg til i kalender Tor. 18. februar 18:45 - 19:00 + Legg til i kalender Tor. 18. februar 19:15 - 19:30 + Legg til i kalender Søn. 21. februar 12:45 - 13:00 + Legg til i kalender Søn. 21. februar 12:00 - 12:15 + Legg til i kalender Søn. 21. februar 12:15 - 12:30 + Legg til i kalender Søn. 21. februar 12:30 - 12:45 + Legg til i kalender Sammen skal vi sikre trygge visninger. Kontakt megler i forkant av visning på e post, telefon/SMS eller knappen under, ""visningspåmelding"" for å avtale ditt oppmøtetidspunkt. Husk også å lese salgsoppgave før visning. Visningspåmelding Velkommen til Trondheimsveien 26B.Gjennomgående og klassisk 2-roms i byggets 2.etasje. Leiligheten har en attraktiv og populær beliggenhet på Grünerløkka. Her har du alt du trenger av butikker, kafeer, parker, treningsmuligheter og kollektivtilbud i umiddelbar nærhet. Leiligheten er 43 kvm og ble vesentlig oppgradert i 2018. Boligen består av entré, stue, kjøkken, soverom og bad. Detaljer som rosett, stukkatur og god takhøyde, samt delikate og lune fargevalg gir leiligheten et flott særpreg. Kvaliteter:- Nytt kjøkken i 2018- Nye overflater i 2018- Gode lysforhold med store vindusflater- Funksjonell planløsning med separat kjøkken og stue- Smartbelysning - Soverom vendt mot bakgård- Godt vedlikeholdt- Hyggelig bakgård med sykkelparkering- Gangavstand til ""alt""- Lave fellesutg. Tor. 18. februar 18:30 - 18:45 + Legg til i kalender Tor. 18. februar 19:00 - 19:15 + Legg til i kalender Tor. 18. februar 18:45 - 19:00 + Legg til i kalender Tor. 18. februar 19:15 - 19:30 + Legg til i kalender Søn. 21. februar 12:45 - 13:00 + Legg til i kalender Søn. 21. februar 12:00 - 12:15 + Legg til i kalender Søn. 21. februar 12:15 - 12:30 + Legg til i kalender Søn. 21. februar 12:30 - 12:45 + Legg til i kalender Sammen skal vi sikre trygge visninger. Kontakt megler i forkant av visning på e post, telefon/SMS eller knappen under, ""visningspåmelding"" for å avtale ditt oppmøtetidspunkt. Husk også å lese salgsoppgave før visning. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207786544,207786544,101092,4091523,2226,Leilighet,Eier(Selveier),1,43,43,1897,F-rød,541,47,NA,16939,826673,431,2,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Sofienberg,"Monrads gate 17D, 0564 Oslo",4900000,"Pen 4-roms selveierleilighet med gode utleiemuligheter. Rolig, men meget sentral beliggenhet. V.vann og fyring inkl.","Rolig, Kabel-TV, Moderne, Sentralt"," Søn. 21. februar 1300 - 1400 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Velkommen til Monrads gate 17D, og en pen og moderne 4-roms selveierleiliget med attraktiv beliggenhet på Sofienberg. Leiligheten fremstår som moderne og velholdt, og holder en gjennomgående god standard (2017-2021). Meget sentral beliggenhet på Sofienberg, med kort gangavstand til alt Grünerløkka har å by på.Kort fortalt:Romslig selveierleilighet med moderne standardVelholdt og oppusset 2017-2021Flott utleiepotensialGodt med lagringsplass i 2 romslige boderEnkel adkomst i høy 1.etasje, en trapp oppSamtlige 3 soverom vender mot indre gårdsromVeldrevet sameieFyring, varmtvann og tv-pakke inkl. i fellesutgifterMeget sentral beliggenhetVelkommen til visning - husk å reservere ditt visningstidspunkt! Søn. 21. februar 1300 - 1400 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207935678,207935678,140190,5285190,4889,Leilighet,Eier(Selveier),3,59,59,1939,G-mørkegrønn,2567,66,Ja,7871,1045568,245000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SØRENGA,"Sørengkaia 102, 0194 Oslo",10900000,Strøken og praktisk townhouse med separat hybel. Høy standard. Åpen mezzanine og to balkonger.,"Takterrasse, Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Heis, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Vaktmester-/vektertjeneste, Bademulighet, Strandlinje"," Søn. 21. februar 15:00 - 16:00 + Legg til i kalender Visningspåmelding Unik townhouse på Sørenga med separat hybel med skattefrie inntekter som gjør netto boutgifter svært lave. Lys- og åpen stue med over 5 m takhøyde og to balkonger mot kanalen.Hoveddelen består av en entré med god lagringsplass, to soverom med masse garderobeskap, lekkert baderom med opplegg for vaskemaskin og tørketrommel, påkostet kjøkken fra Drømmekjøkken med integrerte hvitevarer og benkeplate i sten/kompositt, spisestue med skjult vinskap og utgang til balkong, trapp opp til tv-stue med utgang til balkong. Hybelddelen har egen inngang fra felles trappeoppgang, og er p.t. utleid for kr. 14.500,-.Stor privat bod. To barnehager innenfor 100 meter. Sameiet disponerer også felles motorbåt og kajakkbod med utgang til kanalen. Mulighet for kjøp av garasje. Kontakt megler for mer info Søn. 21. februar 15:00 - 16:00 + Legg til i kalender Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207934925,207934925,273842,11173842,5822,Leilighet,Eier(Selveier),3,130,131,2015,D-mørkegrønn,3468,144,NA,37728,2044486,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Velkommen til Majorstuen,"Rosenborggata 1A, 0356 Oslo",3700000,1-roms selveierleilighet med vestvendt balkong | Heis | V.V. & Fyring inkl. | Meget attraktiv beliggenhet |,"Balkong/Terrasse, Parkett, Heis, Kabel-TV, Sentralt, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Fellesvaskeri, Bredbåndstilknytning"," Søn. 21. februar 1300 - 1400 + Legg til i kalender Vi ønsker trygge visninger under koronautbruddet og ber deg derfor om å melde deg på visning. Dette gjøres ved å klikke på linken i boksen over, eller ved å ta direkte kontakt med megler. Velkommen på visning! Visningspåmelding Velkommen til Rosenborggata 1 A - Presentert av Ole-Jørgen Jensen:Sentralt plassert i et meget attraktivt og pulserende boligområde på Majorstuen finner du boligen. Leiligheten ligger fint til i byggets 3. etasje, og byr på blant annet store vindusflater og vestvendt balkong. Boligen har en åpen planløsning som gir godt med lys.Fra boligen er det gangavstand til byen beste utvalg av restauranter, kafeer, underholdningstilbud og shopping.Ypperlig førstegangskjøp/ utleieobjektHeisVestvendt balkong på ca 5,5 kvmBad fra 2006 oppgradert i regi av sameietEnveiskjørt gateMeget sentralt med Bogstadveien som nærmeste naboGod offentlig kommunikasjonVarmtvann og oppvarming inkl. i felleskostnadeneFlott bakgårdTo disponible boder Søn. 21. februar 1300 - 1400 + Legg til i kalender Vi ønsker trygge visninger under koronautbruddet og ber deg derfor om å melde deg på visning. Dette gjøres ved å klikke på linken i boksen over, eller ved å ta direkte kontakt med megler. Velkommen på visning! Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207931844,207931844,102340,3835340,2527,Leilighet,Eier(Selveier),NA,35,35,1965,G-rød,1580,39,NA,13164,928279,33000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
